Fjord_ID,Fjord_Latitude,Fjord_Longitude,Glacier_ID,Glacier_Point_Latitude,Glacier_Point_Longitude,Fjord_Area_km2,Fjord_Mouth_Length_km,MaxDepth_m_Bedmachine_v5,MeanDepth_m_Bedmachine_v5,Depth_StdDev_m_Bedmachine_v5,FjordMouth1kmBuffer_MaxDepth_m_Bedmachine_v5,FjordMouth1kmBuffer_MeanDepth_m_Bedmachine_v5,FjordMouth1kmBuffer_Depth_StdDev_m_Bedmachine_v5,FjordMouth2kmBuffer_MaxDepth_m_Bedmachine_v5,FjordMouth2kmBuffer_MeanDepth_m_Bedmachine_v5,FjordMouth2kmBuffer_Depth_StdDev_m_Bedmachine_v5,Mankoff_Glacier_ID,Median,Fjord_Cumulative_Solid_Ice_Discharge_Gt_2015_2019,Fjord_Cumulative_Solid_Ice_Discharge_Error_Gt_2015_2019,Median,Fjord_Mean_Annual_Solid_Ice_Discharge_GtPerYr_2015_2019 updated,Fjord_Mean_Annual_Solid_Ice_Discharge_GtPerYr_2015_2019,Fjord_Mean_Annual_Solid_Ice_Discharge_Error_GtPerYr_2015_2019,Median,Fjord_Mean_Hydroyear_Discharge_GtPerYr Updated,Fjord_Mean_Hydroyear_Discharge_GtPerYr,Fjord_Mean_Hydroyear_Discharge_Error_GtPerYr,Median,Fjord_Mean_Winter_Discharge_GtPerYr updated,Fjord_Mean_Winter_Discharge_GtPerYr,Fjord_Mean_Winter_Discharge_Error_GtPerYr,Median,Fjord_Mean_Spring_Discharge_GtPerYr Updated,Fjord_Mean_Spring_Discharge_GtPerYr,Fjord_Mean_Spring_Discharge_Error_GtPerYr,Median,Fjord_Mean_Summer_Discharge_GtPerYr Updated,Fjord_Mean_Summer_Discharge_GtPerYr,Fjord_Mean_Summer_Discharge_Error_GtPerYr,Median ,Autumn Updated,Fjord_Mean_Autumn_Discharge_GtPerYr,Fjord_Mean_Autumn_Discharge_Error_GtPerYr,Median,Glacier_Cumulative_Solid_Ice_Discharge_Gt_2015_2019 Updated,Glacier_Cumulative_Solid_Ice_Discharge_Gt_2015_2019,Glacier_Cumulative_Solid_Ice_Discharge_Error_Gt_2015_2019,Median,Glacier_Mean_Annual_Solid_Ice_Discharge_GtPerYr_2015_2019 Updated,Glacier_Mean_Annual_Solid_Ice_Discharge_GtPerYr_2015_2019,Glacier_Mean_Annual_Solid_Ice_Discharge_Error_GtPerYr_2015_2019,Median,Hydroyear Updated,Glacier_Mean_Hydroyear_Discharge_GtPerYr,Glacier_Mean_Hydroyear_Discharge_Error_GtPerYr,Median,Winter Updated,Glacier_Mean_Winter_Discharge_GtPerYr,Glacier_Mean_Winter_Discharge_Error_GtPerYr,Median,Spring Update,Glacier_Mean_Spring_Discharge_GtPerYr,Glacier_Mean_Spring_Discharge_Error_GtPerYr,Median ,Summer Updated,Glacier_Mean_Summer_Discharge_GtPerYr,Glacier_Mean_Summer_Discharge_Error_GtPerYr,Median,Autumn Updated,Glacier_Mean_Autumn_Discharge_GtPerYr,Glacier_Mean_Autumn_Discharge_Error_GtPerYr,Cumulative_FWF_m3_MAR,AnnualMean_FWF_m3_MAR,Mean_Winter_FWF_m3_MAR,Mean_Spring_FWF_m3_MAR,Mean_Summer_FWF_m3_MAR,Mean_Autumn_FWF_m3_MAR
31,65.515601,-39.501039,178,65.600121,-39.9412,894.19,45.13,1020.728,279.715,259.8358,579.2424,152.8403,177.0871,588.077454,157.2059,178.9951,,33.67,98.27,4.005,7.173,19.644,19.644,0.807,7.223,19.676,19.676,0.808,7.171,19.768,19.768,0.809,7.177,19.478,19.478,0.8,7.006,19.653,19.653,0.815,7.146,19.715,19.715,0.806,7.285,5.413,,,1.456,1.082,,,1.472,1.088,,,1.4685,1.074,,,1.513,1.081,,,1.4545,1.094,,,1.4045,1.08,,,2.08E+10,4.16E+09,58629440,2.37E+08,3.39E+09,4.74E+08
31,65.515601,-39.501039,177,65.627745,-39.683,894.19,45.13,1020.728,279.715,259.8358,579.2424,152.8403,177.0871,588.077454,157.2059,178.9951,,33.67,98.27,4.005,7.173,19.644,19.644,0.807,7.223,19.676,19.676,0.808,7.171,19.768,19.768,0.809,7.177,19.478,19.478,0.8,7.006,19.653,19.653,0.815,7.146,19.715,19.715,0.806,7.285,5.413,,,1.456,1.082,,,1.472,1.088,,,1.4685,1.074,,,1.513,1.081,,,1.4545,1.094,,,1.4045,1.08,,,2.08E+10,4.16E+09,58629440,2.37E+08,3.39E+09,4.74E+08
32,65.0185,-40.516111,181,65.205429,-40.7128,352.07,24.26,701.782,251.8142,215.5,700.8602,304.3634,206.4772,701.782043,298.5344,213.4569,244,33.67,21.06,0.766,7.173,4.209,4.209,0.154,7.223,4.216,4.216,0.155,7.171,4.217,4.217,0.156,7.177,4.192,4.192,0.153,7.006,4.296,4.296,0.157,7.146,4.16,4.16,0.152,7.285,21.055,21.055,0.766,1.456,4.209,4.209,0.154,1.472,4.216,4.216,0.155,1.4685,4.217,4.217,0.156,1.513,4.192,4.192,0.153,1.4545,4.296,4.296,0.157,1.4045,4.16,4.16,0.152,7.10E+09,1.42E+09,22935402,71339433,1.15E+09,1.75E+08
33,64.798479,-40.691185,184,64.86218,-41.0696,979.17,68.41,689.7011,140.4354,183.9189,437.0672,50.88505,84.42376,437.212708,51.70832,86.99564,254_257_258,33.67,143.26,5.236,7.173,28.637,28.637,1.053,7.223,28.783,28.783,1.057,7.171,28.98,28.98,1.069,7.177,28.577,28.577,1.041,7.006,28.836,28.836,1.064,7.146,28.393,28.393,1.046,7.236,2.221,2.221,0.531,1.446,0.444,0.444,0.107,1.427,0.446,0.446,0.107,1.457,0.451,0.451,0.108,1.372,0.453,0.453,0.109,1.406,0.439,0.439,0.106,1.254,0.436,0.436,0.104,3.56E+10,7.12E+09,40755121,2.60E+08,5.85E+09,9.71E+08
33,64.798479,-40.691185,185,64.741727,-40.8287,979.17,68.41,689.7011,140.4354,183.9189,437.0672,50.88505,84.42376,437.212708,51.70832,86.99564,259_260,33.67,143.26,5.236,7.173,28.637,28.637,1.053,7.223,28.783,28.783,1.057,7.171,28.98,28.98,1.069,7.177,28.577,28.577,1.041,7.006,28.836,28.836,1.064,7.146,28.393,28.393,1.046,7.285,4.249,4.249,1.632,1.456,0.849,0.849,0.329,1.472,0.852,0.852,0.33,1.4685,0.847,0.847,0.327,1.513,0.839,0.839,0.326,1.4545,0.878,0.878,0.34,1.4045,0.832,0.832,0.321,3.56E+10,7.12E+09,40755121,2.60E+08,5.85E+09,9.71E+08
33,64.798479,-40.691185,186,64.499365,-40.6762,979.17,68.41,689.7011,140.4354,183.9189,437.0672,50.88505,84.42376,437.212708,51.70832,86.99564,264_266,33.14,143.26,5.236,7.173,28.637,28.637,1.053,7.223,28.783,28.783,1.057,7.171,28.98,28.98,1.069,7.177,28.577,28.577,1.041,7.006,28.836,28.836,1.064,7.146,28.393,28.393,1.046,7.334,16.232,16.232,1.096,1.466,3.245,3.245,0.222,1.517,3.329,3.329,0.228,1.48,3.386,3.386,0.234,1.654,3.163,3.163,0.215,1.503,3.271,3.271,0.221,1.555,3.279,3.279,0.226,3.56E+10,7.12E+09,40755121,2.60E+08,5.85E+09,9.71E+08
33,64.798479,-40.691185,183,64.996165,-41.2188,979.17,68.41,689.7011,140.4354,183.9189,437.0672,50.88505,84.42376,437.212708,51.70832,86.99564,246_251_252,32.61,143.26,5.236,7.173,28.637,28.637,1.053,7.223,28.783,28.783,1.057,7.171,28.98,28.98,1.069,7.177,28.577,28.577,1.041,7.006,28.836,28.836,1.064,7.146,28.393,28.393,1.046,7.285,40.699,40.699,2.531,1.456,8.135,8.135,0.509,1.472,8.159,8.159,0.511,1.4685,8.192,8.192,0.516,1.513,8.073,8.073,0.499,1.4545,8.169,8.169,0.511,1.4045,8.135,8.135,0.516,3.56E+10,7.12E+09,40755121,2.60E+08,5.85E+09,9.71E+08
33,64.798479,-40.691185,182,65.176621,-41.1694,979.17,68.41,689.7011,140.4354,183.9189,437.0672,50.88505,84.42376,437.212708,51.70832,86.99564,245,32.61,143.26,5.236,6.952,28.637,28.637,1.053,6.9705,28.783,28.783,1.057,6.981,28.98,28.98,1.069,7.096,28.577,28.577,1.041,6.7965,28.836,28.836,1.064,6.828,28.393,28.393,1.046,7.236,79.858,79.858,4.084,1.446,15.964,15.964,0.824,1.427,15.997,15.997,0.827,1.457,16.104,16.104,0.838,1.372,16.049,16.049,0.819,1.406,16.079,16.079,0.833,1.254,15.711,15.711,0.815,3.56E+10,7.12E+09,40755121,2.60E+08,5.85E+09,9.71E+08
34,64.303225,-40.640562,,,,239.16,19.35,807.013,150.9553,201.6323,614.0173,218.5158,180.8433,701.389526,216.4958,176.343,,32.61,32.61,,6.731,6.1025,,,6.718,6.22,,,6.791,6.366,,,7.015,6.1785,,,6.587,5.9795,,,6.51,6.0615,,,6.472,5.413,,,1.2935,1.082,,,1.2885,1.088,,,1.31,1.074,,,1.2555,1.081,,,1.2685,1.094,,,1.2,1.08,,,4.00E+09,8.00E+08,15213308,36773088,6.14E+08,1.34E+08
35,64.21798,-41.145534,211,64.163521,-41.5453,546.99,13.33,853.1197,266.3826,241.297,559.7355,212.4287,200.9592,678.671387,218.3887,208.9348,277_281,32.61,47.7,3.265,6.731,9.535,9.535,0.658,6.718,9.561,9.561,0.66,6.791,9.547,9.547,0.657,7.015,9.453,9.453,0.648,6.587,9.63,9.63,0.666,6.51,9.524,9.524,0.663,6.472,1.789,1.789,0.352,1.2935,0.358,0.358,0.071,1.2885,0.36,0.36,0.072,1.31,0.352,0.352,0.068,1.2555,0.36,0.36,0.072,1.2685,0.373,0.373,0.074,1.2,0.348,0.348,0.07,2.20E+10,4.40E+09,23922091,1.84E+08,3.70E+09,4.96E+08
35,64.21798,-41.145534,188,64.239528,-41.5979,546.99,13.33,853.1197,266.3826,241.297,559.7355,212.4287,200.9592,678.671387,218.3887,208.9348,276,32.61,47.7,3.265,6.731,9.535,9.535,0.658,6.718,9.561,9.561,0.66,6.791,9.547,9.547,0.657,7.015,9.453,9.453,0.648,6.587,9.63,9.63,0.666,6.51,9.524,9.524,0.663,7.236,22.238,22.238,1.678,1.446,4.445,4.445,0.339,1.427,4.441,4.441,0.338,1.457,4.505,4.505,0.347,1.372,4.387,4.387,0.331,1.406,4.484,4.484,0.342,1.254,4.386,4.386,0.333,2.20E+10,4.40E+09,23922091,1.84E+08,3.70E+09,4.96E+08
35,64.21798,-41.145534,187,64.338928,-41.5169,546.99,13.33,853.1197,266.3826,241.297,559.7355,212.4287,200.9592,678.671387,218.3887,208.9348,272_274,32.61,47.7,3.265,6.731,9.535,9.535,0.658,6.718,9.561,9.561,0.66,6.791,9.547,9.547,0.657,7.015,9.453,9.453,0.648,6.587,9.63,9.63,0.666,6.51,9.524,9.524,0.663,6.472,23.674,23.674,2.773,1.2935,4.732,4.732,0.559,1.2885,4.76,4.76,0.563,1.31,4.69,4.69,0.554,1.2555,4.706,4.706,0.552,1.2685,4.773,4.773,0.567,1.2,4.79,4.79,0.568,2.20E+10,4.40E+09,23922091,1.84E+08,3.70E+09,4.96E+08
36,63.734907,-41.238593,191,63.704207,-41.6516,361.04,6.01,883.7731,422.0468,315.4055,719.6508,233.7506,258.9866,749.15741,183.337,241.3547,299,27.8,37.49,3.316,5.664,7.494,7.494,0.674,5.663,7.594,7.594,0.694,5.6905,7.502,7.502,0.681,5.7995,7.383,7.383,0.641,5.622,7.563,7.563,0.687,5.543,7.635,7.635,0.706,5.708,4.705,4.705,1.007,1.141,0.941,0.941,0.205,1.15,0.951,0.951,0.207,1.163,0.924,0.924,0.201,1.139,0.911,0.911,0.199,1.131,0.95,0.95,0.209,1.146,0.988,0.988,0.214,2.15E+10,4.29E+09,55760734,1.03E+08,3.68E+09,4.56E+08
36,63.734907,-41.238593,189,63.890269,-41.4507,361.04,6.01,883.7731,422.0468,315.4055,719.6508,233.7506,258.9866,749.15741,183.337,241.3547,286_287,23,37.49,3.316,4.597,7.494,7.494,0.674,4.608,7.594,7.594,0.694,4.59,7.502,7.502,0.681,4.584,7.383,7.383,0.641,4.657,7.563,7.563,0.687,4.576,7.635,7.635,0.706,6.472,7.334,7.334,2.423,1.2935,1.466,1.466,0.502,1.2885,1.517,1.517,0.525,1.31,1.48,1.48,0.512,1.2555,1.372,1.372,0.46,1.2685,1.503,1.503,0.516,1.2,1.555,1.555,0.538,2.15E+10,4.29E+09,55760734,1.03E+08,3.68E+09,4.56E+08
36,63.734907,-41.238593,190,63.847162,-41.722,361.04,6.01,883.7731,422.0468,315.4055,719.6508,233.7506,258.9866,749.15741,183.337,241.3547,290_292,23,37.49,3.316,4.597,7.494,7.494,0.674,4.608,7.594,7.594,0.694,4.59,7.502,7.502,0.681,4.584,7.383,7.383,0.641,4.657,7.563,7.563,0.687,4.576,7.635,7.635,0.706,5.708,25.45,25.45,1.991,1.141,5.087,5.087,0.401,1.15,5.126,5.126,0.404,1.163,5.098,5.098,0.402,1.139,5.1,5.1,0.4,1.131,5.109,5.109,0.403,1.146,5.092,5.092,0.404,2.15E+10,4.29E+09,55760734,1.03E+08,3.68E+09,4.56E+08
37,63.360898,-41.286411,,,,792.96,51.06,727.4229,88.91032,156.3053,635.0618,81.72353,108.3082,635.061768,83.96666,108.6664,,23,23,,4.597,6.1025,,,4.608,6.22,,,4.59,6.366,,,4.584,6.1785,,,4.657,5.9795,,,4.576,6.0615,,,5.634,5.413,,,1.1265,1.082,,,1.135,1.088,,,1.144,1.074,,,1.118,1.081,,,1.1165,1.094,,,1.1425,1.08,,,1.42E+10,2.85E+09,1.49E+08,1.52E+08,2.11E+09,4.31E+08
38,63.129478,-41.703127,192,63.232655,-41.8437,121.03,5.28,702.2497,302.5787,207.5131,691.0363,391.4554,235.8799,699.384583,362.5191,245.023,302,23,8.35,0.718,4.597,1.668,1.668,0.145,4.608,1.666,1.666,0.145,4.59,1.706,1.706,0.148,4.584,1.668,1.668,0.144,4.657,1.66,1.66,0.144,4.576,1.648,1.648,0.144,5.634,8.347,8.347,0.718,1.1265,1.668,1.668,0.145,1.135,1.666,1.666,0.145,1.144,1.706,1.706,0.148,1.118,1.668,1.668,0.144,1.1165,1.66,1.66,0.144,1.1425,1.648,1.648,0.144,2.39E+09,4.78E+08,36075539,29639981,3.26E+08,85341590
39,63.064737,-41.93823,193,63.22039,-42.1868,236.39,5.13,814.1298,359.2412,273.0621,701.864,311.5355,252.3646,733.900574,360.0322,246.586,303,23,8.54,0.406,4.597,1.707,1.707,0.082,4.608,1.705,1.705,0.082,4.59,1.727,1.727,0.083,4.584,1.799,1.799,0.086,4.657,1.666,1.666,0.08,4.576,1.634,1.634,0.078,5.56,8.539,8.539,0.406,1.112,1.707,1.707,0.082,1.12,1.705,1.705,0.082,1.125,1.727,1.727,0.083,1.097,1.799,1.799,0.086,1.102,1.666,1.666,0.08,1.139,1.634,1.634,0.078,1.05E+10,2.10E+09,68214592,85414711,1.68E+09,2.64E+08
40,62.67783,-42.33777,194,62.862131,-42.6076,1079.02,69.53,856.6514,188.1676,265.9477,829.4103,103.3019,169.0041,831.808838,122.1816,175.9476,304,23,33.67,2.224,4.597,6.731,6.731,0.448,4.608,6.718,6.718,0.447,4.59,6.791,6.791,0.452,4.584,7.015,7.015,0.46,4.657,6.587,6.587,0.436,4.576,6.51,6.51,0.443,5.4865,7.236,7.236,0.554,1.097,1.446,1.446,0.113,1.104,1.427,1.427,0.111,1.0995,1.457,1.457,0.112,1.089,1.654,1.654,0.128,1.098,1.406,1.406,0.11,1.1095,1.254,1.254,0.097,2.88E+10,5.76E+09,1.86E+08,3.30E+08,4.50E+09,7.43E+08
40,62.67783,-42.33777,195,62.756513,-43.2352,1079.02,69.53,856.6514,188.1676,265.9477,829.4103,103.3019,169.0041,831.808838,122.1816,175.9476,305_306,23,33.67,2.224,4.597,6.731,6.731,0.448,4.608,6.718,6.718,0.447,4.59,6.791,6.791,0.452,4.584,7.015,7.015,0.46,4.657,6.587,6.587,0.436,4.576,6.51,6.51,0.443,5.413,26.436,26.436,2.151,1.082,5.284,5.284,0.433,1.088,5.291,5.291,0.433,1.074,5.335,5.335,0.438,1.081,5.361,5.361,0.442,1.094,5.182,5.182,0.422,1.08,5.256,5.256,0.432,2.88E+10,5.76E+09,1.86E+08,3.30E+08,4.50E+09,7.43E+08
41,62.411223,-42.665366,212,62.304988,-42.5379,313.11,9.03,839.6799,379.4886,265.7528,839.6799,362.8088,312.5165,839.679932,362.695,305.9611,314,23,36.15,2.031,4.597,7.226,7.226,0.409,4.608,7.268,7.268,0.411,4.59,7.171,7.171,0.403,4.584,7.177,7.177,0.406,4.657,7.353,7.353,0.419,4.576,7.266,7.266,0.411,4.634,2.642,2.642,0.27,0.9265,0.528,0.528,0.055,0.9295,0.53,0.53,0.055,0.9405,0.522,0.522,0.054,0.9175,0.536,0.536,0.055,0.915,0.546,0.546,0.056,0.934,0.514,0.514,0.053,1.70E+10,3.40E+09,46280479,96088362,2.85E+09,4.15E+08
41,62.411223,-42.665366,318,62.490453,-43.0841,313.11,9.03,839.6799,379.4886,265.7528,839.6799,362.8088,312.5165,839.679932,362.695,305.9611,309,23,36.15,2.031,4.597,7.226,7.226,0.409,4.608,7.268,7.268,0.411,4.59,7.171,7.171,0.403,4.584,7.177,7.177,0.406,4.657,7.353,7.353,0.419,4.576,7.266,7.266,0.411,5.413,5.56,5.56,0.196,1.082,1.112,1.112,0.04,1.088,1.12,1.12,0.04,1.074,1.125,1.125,0.041,1.081,1.097,1.097,0.04,1.094,1.094,1.094,0.039,1.08,1.139,1.139,0.041,1.70E+10,3.40E+09,46280479,96088362,2.85E+09,4.15E+08
41,62.411223,-42.665366,319,62.404209,-43.0205,313.11,9.03,839.6799,379.4886,265.7528,839.6799,362.8088,312.5165,839.679932,362.695,305.9611,310,23,36.15,2.031,4.597,7.226,7.226,0.409,4.608,7.268,7.268,0.411,4.59,7.171,7.171,0.403,4.584,7.177,7.177,0.406,4.657,7.353,7.353,0.419,4.576,7.266,7.266,0.411,4.634,13.089,13.089,1.567,0.9265,2.616,2.616,0.316,0.9295,2.635,2.635,0.317,0.9405,2.619,2.619,0.315,0.9175,2.583,2.583,0.313,0.919,2.646,2.646,0.32,0.934,2.646,2.646,0.318,1.70E+10,3.40E+09,46280479,96088362,2.85E+09,4.15E+08
41,62.411223,-42.665366,317,62.558493,-43.1099,313.11,9.03,839.6799,379.4886,265.7528,839.6799,362.8088,312.5165,839.679932,362.695,305.9611,308,16.37,36.15,2.031,3.271,7.226,7.226,0.409,3.2825,7.268,7.268,0.411,3.2755,7.171,7.171,0.403,3.261,7.177,7.177,0.406,3.289,7.353,7.353,0.419,3.2775,7.266,7.266,0.411,3.855,14.857,14.857,1.237,0.771,2.97,2.97,0.251,0.771,2.983,2.983,0.252,0.807,2.905,2.905,0.243,0.754,2.962,2.962,0.249,0.736,3.067,3.067,0.261,0.788,2.967,2.967,0.251,1.70E+10,3.40E+09,46280479,96088362,2.85E+09,4.15E+08
42,61.986871,-42.274535,213,61.915415,-42.587,312.48,29.64,730.8361,164.1244,207.2653,670.1231,134.2545,172.9207,767.151855,143.9273,177.0215,318_319,9.73,23,0.602,1.945,4.597,4.597,0.121,1.957,4.608,4.608,0.121,1.961,4.59,4.59,0.12,1.938,4.584,4.584,0.12,1.921,4.657,4.657,0.123,1.979,4.576,4.576,0.121,3.2905,5.413,5.413,0.134,0.658,1.082,1.082,0.027,0.6605,1.088,1.088,0.027,0.686,1.074,1.074,0.027,0.6545,1.081,1.081,0.027,0.6295,1.102,1.102,0.028,0.6655,1.08,1.08,0.027,1.56E+10,3.13E+09,21101158,96419748,2.59E+09,4.20E+08
42,61.986871,-42.274535,196,62.067398,-42.4644,312.48,29.64,730.8361,164.1244,207.2653,670.1231,134.2545,172.9207,767.151855,143.9273,177.0215,316,7.72,23,0.602,1.543,4.597,4.597,0.121,1.5535,4.608,4.608,0.121,1.562,4.59,4.59,0.12,1.5385,4.584,4.584,0.12,1.526,4.657,4.657,0.123,1.5625,4.576,4.576,0.121,2.726,17.586,17.586,0.586,0.545,3.515,3.515,0.118,0.55,3.52,3.52,0.118,0.565,3.517,3.517,0.117,0.555,3.502,3.502,0.117,0.523,3.554,3.554,0.12,0.543,3.496,3.496,0.118,1.56E+10,3.13E+09,21101158,96419748,2.59E+09,4.20E+08
42,61.986871,-42.274535,804,62.036991,-42.5909,312.48,29.64,730.8361,164.1244,207.2653,670.1231,134.2545,172.9207,767.151855,143.9273,177.0215,,5.71,23,0.602,1.141,4.597,4.597,0.121,1.15,4.608,4.608,0.121,1.163,4.59,4.59,0.12,1.139,4.584,4.584,0.12,1.131,4.657,4.657,0.123,1.146,4.576,4.576,0.121,2.5175,5.413,,,0.5035,1.082,,,0.5065,1.088,,,0.5215,1.074,,,0.528,1.081,,,0.488,1.094,,,0.481,1.08,,,1.56E+10,3.13E+09,21101158,96419748,2.59E+09,4.20E+08
43,61.743006,-42.477922,197,61.742542,-42.8953,182.46,13.14,451.5694,187.3337,149.9965,451.5694,133.8209,145.8347,451.569366,154.8654,142.4337,323,4.72,3.74,0.356,0.988,0.835,0.835,0.08,0.992,0.834,0.834,0.08,1.0105,0.858,0.858,0.082,0.9685,0.798,0.798,0.077,0.968,0.805,0.805,0.078,1.0005,0.855,0.855,0.082,2.5175,0.114,0.114,0.038,0.5035,0.023,0.023,0.008,0.5065,0.023,0.023,0.008,0.5215,0.023,0.023,0.008,0.528,0.023,0.023,0.008,0.488,0.023,0.023,0.008,0.481,0.021,0.021,0.007,1.44E+10,2.87E+09,21564109,96148856,2.40E+09,3.57E+08
43,61.743006,-42.477922,198,61.686571,-42.6547,182.46,13.14,451.5694,187.3337,149.9965,451.5694,133.8209,145.8347,451.569366,154.8654,142.4337,324_325,5.71,3.74,0.356,1.141,0.835,0.835,0.08,1.15,0.834,0.834,0.08,1.163,0.858,0.858,0.082,1.139,0.798,0.798,0.077,1.131,0.805,0.805,0.078,1.146,0.855,0.855,0.082,2.726,0.208,0.208,0.058,0.545,0.045,0.045,0.013,0.55,0.046,0.046,0.013,0.565,0.048,0.048,0.013,0.555,0.048,0.048,0.014,0.523,0.043,0.043,0.012,0.543,0.046,0.046,0.013,1.44E+10,2.87E+09,21564109,96148856,2.40E+09,3.57E+08
43,61.743006,-42.477922,214,61.828658,-42.7876,182.46,13.14,451.5694,187.3337,149.9965,451.5694,133.8209,145.8347,451.569366,154.8654,142.4337,320_322,7.72,3.74,0.356,1.543,0.835,0.835,0.08,1.5535,0.834,0.834,0.08,1.562,0.858,0.858,0.082,1.5385,0.798,0.798,0.077,1.526,0.805,0.805,0.078,1.5625,0.855,0.855,0.082,3.2905,3.855,3.855,0.392,0.658,0.771,0.771,0.079,0.6605,0.771,0.771,0.079,0.686,0.807,0.807,0.082,0.6545,0.754,0.754,0.078,0.6295,0.736,0.736,0.076,0.6655,0.788,0.788,0.081,1.44E+10,2.87E+09,21564109,96148856,2.40E+09,3.57E+08
44,61.607921,-42.3074,,,,183.6,34.15,368.9673,27.60028,69.35485,391.6115,139.8152,123.3152,400.731354,147.4272,121.7904,,9.73,9.73,,1.945,6.1025,,,1.957,6.22,,,1.961,6.366,,,1.938,6.1785,,,1.921,5.9795,,,1.979,6.0615,,,2.726,5.413,,,0.545,1.082,,,0.55,1.088,,,0.565,1.074,,,0.555,1.081,,,0.523,1.094,,,0.543,1.08,,,6.93E+08,1.39E+08,8836061,10186591,94904606,24641444
45,61.516937,-42.677537,200,61.437973,-42.6635,216.66,13.7,741.2894,224.4507,205.8004,340.472,72.7794,107.9309,289.513184,58.89062,71.04436,332_333,9.73,32.61,2.821,1.945,7.173,7.173,0.626,1.957,7.223,7.223,0.63,1.961,7.54,7.54,0.657,1.938,7.366,7.366,0.643,1.921,7.006,7.006,0.611,1.979,7.146,7.146,0.626,2.726,0.335,0.335,0.089,0.545,0.075,0.075,0.02,0.55,0.076,0.076,0.02,0.565,0.075,0.075,0.02,0.555,0.074,0.074,0.019,0.523,0.076,0.076,0.02,0.543,0.074,0.074,0.02,1.92E+10,3.84E+09,24682145,1.14E+08,3.32E+09,3.87E+08
45,61.516937,-42.677537,320,61.507735,-42.9802,216.66,13.7,741.2894,224.4507,205.8004,340.472,72.7794,107.9309,289.513184,58.89062,71.04436,331,7.72,32.61,2.821,1.543,7.173,7.173,0.626,1.5535,7.223,7.223,0.63,1.562,7.54,7.54,0.657,1.5385,7.366,7.366,0.643,1.526,7.006,7.006,0.611,1.5625,7.146,7.146,0.626,4.217,2.726,2.726,1.053,0.843,0.545,0.545,0.212,0.85,0.55,0.55,0.214,0.864,0.565,0.565,0.22,0.847,0.555,0.555,0.215,0.827,0.523,0.523,0.204,0.8445,0.543,0.543,0.213,1.92E+10,3.84E+09,24682145,1.14E+08,3.32E+09,3.87E+08
45,61.516937,-42.677537,199,61.604818,-43.093,216.66,13.7,741.2894,224.4507,205.8004,340.472,72.7794,107.9309,289.513184,58.89062,71.04436,326_329,5.71,32.61,2.821,1.141,7.173,7.173,0.626,1.15,7.223,7.223,0.63,1.163,7.54,7.54,0.657,1.139,7.366,7.366,0.643,1.131,7.006,7.006,0.611,1.146,7.146,7.146,0.626,5.708,32.911,32.911,2.925,1.141,6.579,6.579,0.591,1.15,6.628,6.628,0.595,1.163,6.772,6.772,0.607,1.139,6.651,6.651,0.596,1.131,6.421,6.421,0.577,1.146,6.529,6.529,0.589,1.92E+10,3.84E+09,24682145,1.14E+08,3.32E+09,3.87E+08
46,61.288712,-42.81774,201,61.32576,-43.2674,163.55,11.58,690.0154,215.164,197.6959,678.4485,129.5229,173.1933,688.885803,128.3114,178.6079,336,4.01,5.71,0.95,0.8015,1.141,1.141,0.191,0.8065,1.15,1.15,0.193,0.8205,1.163,1.163,0.194,0.82,1.139,1.139,0.191,0.792,1.131,1.131,0.19,0.7825,1.146,1.146,0.192,4.0085,5.708,5.708,0.95,0.8015,1.141,1.141,0.191,0.8065,1.15,1.15,0.193,0.8205,1.163,1.163,0.194,0.82,1.139,1.139,0.191,0.792,1.131,1.131,0.19,0.7825,1.146,1.146,0.192,9.36E+09,1.87E+09,24403816,80566572,1.55E+09,2.19E+08
47,61.170373,-42.811189,215,61.206418,-43.2303,133.2,9.78,678.8816,193.9208,129.392,496.1962,174.1093,119.4063,573.080505,166.4396,125.4642,341,2.31,9.73,0.512,0.462,1.945,1.945,0.103,0.463,1.957,1.957,0.104,0.478,1.961,1.961,0.104,0.501,1.938,1.938,0.103,0.453,1.921,1.921,0.102,0.419,1.979,1.979,0.106,2.309,9.732,9.732,0.512,0.462,1.945,1.945,0.103,0.463,1.957,1.957,0.104,0.478,1.961,1.961,0.104,0.501,1.938,1.938,0.103,0.453,1.921,1.921,0.102,0.419,1.979,1.979,0.106,5.38E+09,1.08E+09,15087254,33279366,9.18E+08,1.10E+08
48,61.088773,-43.016126,,,,184.38,7.86,708.9353,269.4031,206.7285,584.0905,176.3007,186.2023,584.090515,174.9682,173.6518,,1.51,1.51,,0.301,6.1025,,,0.302,6.22,,,0.3085,6.366,,,0.3205,6.1785,,,0.2955,5.9795,,,0.282,6.0615,,,1.506,5.413,,,0.301,1.082,,,0.302,1.088,,,0.3085,1.074,,,0.3205,1.081,,,0.2955,1.094,,,0.282,1.08,,,8.09E+09,1.62E+09,31990515,54782918,1.33E+09,2.01E+08
